id	junction_width	type
cdc1a9c5-7587-42ef-89a5-2d6805403ab5	768	NA
64e124a1-020b-42b4-a9ff-99f449279d44	4780	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	4780	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	4780	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	4780	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	4780	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	4780	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	22879	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	22879	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	22879	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	22879	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	22879	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	22879	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	25564	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	25564	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	25564	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	25564	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	25564	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	25564	annotated
616f770c-02d1-44c6-91bd-354352e97750	82215	annotated
1b0e8c4c-adf7-4963-93b7-412917dea032	5313	annotated
31005b1e-332e-41cb-b2ba-8929375e4e4e	3294	NA
cba00453-9e43-41d4-a1ee-6e3b01f6d607	2441	NA
1cdd325c-edd9-4a48-8cda-2c0ad598b9fc	40	annotated
c609831f-077e-49ae-80d1-1f13da2bf4c4	3782	annotated
6a71ba86-2cfc-46ed-8c14-aaece0269c82	32974	annotated
ea08773a-d310-418e-8a2a-e8121c6ccca6	1965	annotated
ea08773a-d310-418e-8a2a-e8121c6ccca6	1965	annotated
ea08773a-d310-418e-8a2a-e8121c6ccca6	1965	annotated
ea08773a-d310-418e-8a2a-e8121c6ccca6	10398	annotated
ea08773a-d310-418e-8a2a-e8121c6ccca6	10398	annotated
ea08773a-d310-418e-8a2a-e8121c6ccca6	10398	annotated
ca3c9f2a-71ba-4795-a81a-198363f2a8d4	6631	annotated
486400cb-11d8-49ae-81c2-639b9b749a0f	4745	annotated
9fb947b6-cd2f-4457-a366-1add141bb733	3488	annotated
9fb947b6-cd2f-4457-a366-1add141bb733	3488	annotated
16597d2b-6f88-4df7-9e11-441b6ff6903e	15782	annotated
a50c76a3-9129-42cd-bf79-3e83e16e3f91	144219	annotated
a50c76a3-9129-42cd-bf79-3e83e16e3f91	144219	annotated
a50c76a3-9129-42cd-bf79-3e83e16e3f91	125	annotated
a50c76a3-9129-42cd-bf79-3e83e16e3f91	125	annotated
80353a21-4b7b-4ccf-b69f-1a1db2c95176	74274	annotated
80353a21-4b7b-4ccf-b69f-1a1db2c95176	74274	annotated
7cb10f65-ee2a-4aa2-9c0c-f72261dd4f87	40674	annotated
9faa65ae-442a-47dd-979a-65e1a319eed1	2328	annotated
64939924-7d1c-4146-9203-9c6a1fa8f561	115	annotated
3a097224-b5a4-4156-888c-03d7cde4d51a	119699	annotated
3a097224-b5a4-4156-888c-03d7cde4d51a	63855	annotated
48853384-c106-48c3-8ac2-d4400376385a	114	annotated
9f144861-e0d7-4db9-a97b-b7d7f0cfe3b1	1375	annotated
9224753f-16da-406e-b26a-4cf811a3cded	38697	NA
fae211ca-0ddd-4f17-8e85-00342a0d5a49	471	annotated
7dcffa91-d1c4-49df-99e6-89dbe323a133	1177	annotated
f579fabf-2053-4c71-92ea-54092bd148c4	55244	annotated
27788f3e-329b-459c-9b49-60ed6bf683cb	13180	annotated
c0ec679f-0b23-4135-8947-82d540c3c97a	2329	annotated
c0ec679f-0b23-4135-8947-82d540c3c97a	2329	annotated
6d936173-6bb0-42a4-9c90-39df2f37b8c2	1906	NA
b38e7032-27ea-4f58-8297-0a5c984bfdc6	32608	annotated
8ad1bced-d06c-4da3-a903-6d6a621a224d	5063	annotated
8ad1bced-d06c-4da3-a903-6d6a621a224d	5063	annotated
0b3ecc0d-76be-4682-914f-480ef704d54f	13642	annotated
0b3ecc0d-76be-4682-914f-480ef704d54f	11999	annotated
87a31642-f412-4d83-b9e8-fc5359b7dbe9	324	annotated
45cb40b2-09d4-46d8-8b0f-80bbb8d2b81b	21866	NA
68853cdf-9942-4bf1-bc77-3499fa2e98b5	889	NA
68853cdf-9942-4bf1-bc77-3499fa2e98b5	3459	NA
97001147-9351-4718-9bb3-138875ece20c	28470	annotated
da24099c-e309-4e35-b04d-cf935e038a28	13105	annotated
da24099c-e309-4e35-b04d-cf935e038a28	4446	annotated
8f2f4aa6-c681-4057-83ba-10f7d95ee7e3	2184	NA
905e8b54-b6ec-4fef-83e7-5e019ec42403	2230	annotated
905e8b54-b6ec-4fef-83e7-5e019ec42403	4780	annotated
d0cb04f9-bc02-426a-9d2d-1fa33f21de54	118	annotated
d0cb04f9-bc02-426a-9d2d-1fa33f21de54	118	annotated
d0cb04f9-bc02-426a-9d2d-1fa33f21de54	118	annotated
d0cb04f9-bc02-426a-9d2d-1fa33f21de54	118	annotated
d0cb04f9-bc02-426a-9d2d-1fa33f21de54	118	annotated
